id,経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道区分,側道方位区分,交通施設との近接区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,Ｈ３１価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０,属性移動Ｈ３１
2166,503180.86,128534.504,13101,5,39,2019,13101,5,39,千代田,東京都　千代田区外神田５－２－１１,13101,198,100000000000100,車庫,RC7F1B,111,_,10,20,7,1,区道,東,80,_,_,背面道,_,_,中高層の事務所ビル、店舗等が混在する商業地域,末広町,140,商業,防火,市街化,_,_,80,600,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,2400000,1710000,1270000,1120000,1000000,900000,800000,725000,665000,648000,648000,668000,808000,960000,895000,760000,728000,703000,695000,710000,745000,803000,860000,941000,1060000,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,11010000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2167,503181.598,128621.98800000001,13118,5,1,2019,13118,5,1,荒川,東京都　荒川区東日暮里５－５１－１４,13118,117,11000000000000000,_,RC6,111,台形,10,10,6,0,区道,北,200,_,_,_,_,_,中高層の店舗等が建ち並ぶ駅前の商業地域,日暮里,200,商業,防火,市街化,_,_,80,700,False,0001111111111111111111111111111111111,0,0,0,1970000,4100000,5450000,5450000,5670000,5780000,5490000,4450000,3590000,2940000,2340000,1910000,1650000,1400000,1230000,1110000,1040000,993000,961000,955000,980000,1150000,1390000,1360000,1280000,1250000,1240000,1240000,1270000,1300000,1350000,1440000,1560000,1750000,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000
2168,503181.95,128484.165,13102,5,51,2019,13102,5,51,中央,東京都　中央区日本橋本町４－４－２,13102,1131,1100000000000100,駐車場,S13F1B,111,_,10,20,13,1,国道,南西,270,_,_,三方路,_,_,高層の店舗兼事務所ビルが建ち並ぶ商業地域,新日本橋,150,商業,防火,市街化,_,_,80,800,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6510000,6900000,7250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,11011000000000
2169,503182.588,128494.42599999999,13101,5,49,2019,13101,5,49,千代田,東京都　千代田区神田紺屋町４７番１,13101,104,1100000000000000,_,RC7,111,_,10,10,7,0,区道,南西,110,_,_,側道,南東,_,中小規模の店舗、事務所ビルが建ち並ぶ商業地域,神田,160,商業,防火,市街化,_,_,80,600,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420000,1520000,1640000,1820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
2170,503182.732,128401.89,13102,5,47,2019,13102,5,47,中央,東京都　中央区築地３－１２－５,13102,225,11100000000000000,_,RC6F1B,111,_,10,12,6,1,区道,南東,80,_,_,_,_,_,中高層の店舗、事務所ビルが建ち並ぶ商業地域,築地,130,商業,防火,市街化,_,_,80,500,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940000,998000,1080000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000100000,10000000000000,10000000000000
2171,503183.46200000006,128456.665,13102,5,35,2019,13102,5,35,中央,東京都　中央区日本橋２－１－１０,13102,2222,1100000000000000,_,SRC12F4B,111,_,10,15,12,4,国道,南東,270,_,_,側道,北東,近接,高層の事務所ビル等が建ち並ぶ中心的商業地域,日本橋,0,商業,防火,市街化,_,_,80,800,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,10000000,10200000,10600000,12000000,15500000,19500000,19200000,14800000,14300000,14000000,14000000,14900000,16000000,17300000,18700000,19600000,20600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2172,503183.804,128597.304,13106,0,4,2019,13106,0,4,台東,東京都　台東区上野桜木１－１－５,13106,147,10000000000000000,_,W2,111,_,10,15,2,0,区道,北西,53,_,_,_,_,_,中規模一般住宅が多い比較的閑静な住宅地域,鶯谷,640,1中専,準防,市街化,_,_,60,300,True,0000111111111111111111111111111111111,0,0,0,0,1580000,1690000,1610000,1610000,1610000,1400000,1120000,920000,815000,721000,660000,640000,617000,605000,596000,594000,592000,591000,592000,598000,695000,820000,745000,695000,670000,658000,656000,663000,675000,690000,711000,746000,800000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000011000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10011000000000,10011000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2173,503184.04600000003,128437.146,13102,5,3,2019,13102,5,3,中央,東京都　中央区京橋１－１５－１,13102,1375,100000000000000,_,SRC14F2B,111,_,10,12,14,2,都道,北西,440,_,_,四方路,_,_,高層の事務所ビルが建ち並ぶ商業地域,宝町,180,商業,防火,市街化,_,_,80,800,False,0000000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480000,5450000,5160000,5030000,5030000,5230000,5560000,5940000,6350000,6800000,7270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2174,503184.589,128541.427,13106,5,2,2019,13106,5,2,台東,東京都　台東区上野３－１９－４,13106,98,11100000000000000,_,RC5F1B,111,_,10,20,5,1,区道,西,80,_,_,_,_,_,中高層店舗、事務所ビルが多い商業地域,御徒町,200,商業,防火,市街化,_,_,80,800,False,1111111111111111111111111111111111111,1570000,1730000,2130000,2790000,5710000,6300000,6240000,6300000,6300000,5810000,4800000,3900000,3300000,2420000,1900000,1590000,1410000,1270000,1140000,1050000,980000,921000,886000,886000,993000,1200000,1080000,978000,942000,917000,915000,933000,951000,981000,1040000,1120000,1240000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000
2175,503184.902,128552.256,13106,5,1,2019,13106,5,1,台東,東京都　台東区上野４－５－５,13106,159,1000000000000000,_,SRC10,111,_,10,10,10,0,都道,西,360,_,_,_,_,_,中高層の店舗ビル等が建ち並ぶ中心的商業地域,上野広小路,60,商業,防火,市街化,_,_,80,800,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,16000000,12100000,9000000,8000000,7500000,7000000,6650000,6310000,6010000,5740000,5530000,5480000,5700000,7500000,9700000,8800000,7800000,7180000,6890000,6810000,7040000,7330000,7880000,8600000,9310000,10200000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2176,503185.018,128444.839,13102,5,8,2019,13102,5,8,中央,東京都　中央区日本橋３－１１－１,13102,1376,100000000000000,_,SRC10F1B,111,_,10,12,10,1,都道,南東,440,_,_,三方路,_,_,中高層の事務所ビルが建ち並ぶ商業地域,日本橋,330,商業,防火,市街化,_,_,80,800,False,0000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460000,5670000,6030000,6430000,6850000,7230000,7700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2177,503185.133,128922.304,13121,0,7,2019,13121,0,7,足立,東京都　足立区舎人３－６－１８,13121,105,10000000000000000,_,W2,111,_,10,15,2,0,区道,北東,74,_,_,_,_,_,小規模住宅、アパート等が建ち並ぶ住宅地域,見沼代親水公園,500,1低専,準防,市街化,_,_,50,150,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,339000,319000,307000,286000,269000,256000,238000,221000,197000,181000,175000,169000,168000,171000,210000,230000,224000,213000,207000,204000,203000,204000,204000,207000,211000,220000,231000,0,0,0,0,0,0,0,0,0,40000000000000,10000100000000,10000000000000,11000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000100011,10000000000000,10000000000000,10000000000000,10000110000000,10000000000000,10000000000000,10000000000000,10000010000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
2178,503186.224,128517.444,13101,5,22,2019,13101,5,22,千代田,東京都　千代田区神田相生町１０１番外,13101,1233,1100000000000100,駐車場,SRC16F2B,111,_,20,10,16,2,区道,南,0,駅前広場,_,三方路,_,駅前広場接面,事務所ビル、店舗などが建ち並ぶ駅前の商業地域,秋葉原,0,商業,防火,市街化,_,_,80,800,False,0000000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7850000,6530000,6050000,5930000,5920000,6300000,6670000,7210000,7710000,8210000,8710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000
2179,503186.279,128480.90400000001,13102,5,16,2019,13102,5,16,中央,東京都　中央区日本橋本町４－１－１１,13102,330,100000000000100,駐車場,SRC9F1B,111,_,10,10,9,1,国道,南東,270,_,_,_,_,近接,高層の店舗、事務所ビルが多い既成商業地域,新日本橋,0,商業,防火,市街化,_,_,80,800,True,0000111111111111111111111111111111111,0,0,0,0,19500000,22400000,22400000,23100000,23100000,21400000,16300000,11000000,8300000,6150000,5230000,5100000,4900000,4550000,4250000,3900000,3800000,3630000,3630000,3740000,4500000,5350000,5070000,4250000,4050000,3960000,3960000,4080000,4360000,4620000,4910000,5230000,5550000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2180,503186.555,128478.06199999999,13102,5,49,2019,13102,5,49,中央,東京都　中央区日本橋本町３－２－１３,13102,575,100000000000100,駐車場,SRC8F1B,111,_,10,15,8,1,区道,南東,80,_,_,背面道,_,_,中高層の店舗、事務所ビルが建ち並ぶ商業地域,新日本橋,110,商業,防火,市街化,_,_,80,700,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240000,2430000,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000010000000
2181,503186.576,128759.375,13121,0,4,2019,13121,0,4,足立,東京都　足立区扇１－５２－２,13121,105,10000000000000000,_,W2,111,_,10,10,2,0,区道,南,40,_,_,_,_,_,小規模一般住宅、作業所等が混在する住宅地域,扇大橋,500,1住居,準防,市街化,_,_,60,200,False,1111111111111111111111111111111111111,219000,223000,225000,229000,237000,389000,412000,421000,444000,413000,345000,325000,311000,291000,274000,269000,255000,235000,216000,202000,195000,188000,186000,193000,224000,247000,244000,232000,225000,222000,221000,222000,223000,226000,231000,240000,250000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2182,503186.75299999997,128420.546,13102,5,14,2019,0,0,0,中央,東京都　中央区新富１－９－１,13102,207,1100000000000000,_,S8,111,_,10,12,8,0,区道,北西,180,_,_,側道,北東,_,事務所ビル等のほか共同住宅も建ち並ぶ商業地域,新富町,190,商業,防火,市街化,_,_,80,600,False,0000000000000000000000000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000
2183,503187.905,128552.85,13106,5,20,2019,13106,5,20,台東,東京都　台東区上野４－７－２,13106,109,1000000000000000,_,RC4,111,_,10,12,4,0,区道,南西,110,_,_,_,_,_,中小規模の店舗ビル等が多い繁華な商業地域,御徒町,210,商業,防火,市街化,_,_,80,800,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070000,3830000,3650000,3540000,3610000,4280000,5500000,4950000,4370000,4070000,3910000,3890000,4020000,4120000,4360000,4720000,5090000,5570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,11000000000000,10000000000000,20000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000010000000
2184,503187.96200000006,128894.05099999999,13121,0,20,2019,13121,0,20,足立,東京都　足立区古千谷本町２－２２－２５,13121,101,10000000000000000,_,W2,111,_,10,15,2,0,区道,東,74,_,_,_,_,_,小規模住宅、アパート等が多い住宅地域,舎人,580,1低専,準防,市街化,_,_,50,150,False,0000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,207000,207000,209000,214000,223000,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2185,503188.02,128684.19,13118,0,17,2019,13118,0,17,荒川,東京都　荒川区東尾久６－８－１,13118,977,10000000000000100,共同住宅,RC15,111,_,10,12,15,0,都道,南西,250,_,_,側道,南東,近接,中高層共同住宅、一般住宅等が建ち並ぶ住宅地域,東尾久三丁目,0,近商,防火,市街化,_,_,80,400,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457000,485000,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000
2186,503189.44899999996,128505.024,13101,5,4,2019,13101,5,4,千代田,東京都　千代田区神田岩本町１番２外,13101,289,11100000000000000,_,SRC9F1B,111,不整形,10,25,9,1,都道,南,360,_,_,_,_,近接,中高層の事務所ビルが多い駅近接の商業地域,岩本町,0,商業,防火,市街化,_,_,80,800,False,0000111111111111111111111111111111111,0,0,0,0,17000000,19200000,19200000,19500000,19500000,17900000,13400000,9400000,7050000,5200000,4020000,3880000,3550000,3200000,2840000,2460000,2200000,2040000,1990000,2050000,2400000,2760000,2610000,2210000,2140000,2050000,2040000,2150000,2260000,2420000,2580000,2760000,2970000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10010000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2187,503189.971,128534.05300000001,13106,5,48,2019,13106,5,48,台東,東京都　台東区上野５－７－４,13106,89,11100000000000000,_,RC5,111,_,10,15,5,0,区道,西,60,_,_,_,_,_,中層の店舗兼事務所ビル等が建ち並ぶ商業地域,御徒町,390,商業,防火,市街化,_,_,80,600,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769000,808000,865000,940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000010000000,10000000000000
2188,503190.994,128372.43199999999,13102,0,3,2019,13102,0,3,中央,東京都　中央区勝どき３－４－１８,13102,799,11000000000000100,共同住宅,SRC10F1B,111,_,12,10,10,1,区道,北西,109,_,_,_,_,_,中高層マンション、事業所等が混在する住宅地域,勝どき,200,2住居,防火,市街化,_,_,80,400,False,0000000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,710000,710000,700000,695000,680000,680000,680000,690000,720000,880000,1020000,950000,835000,870000,860000,860000,954000,1030000,1140000,1200000,1230000,1280000,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000010,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2189,503191.606,128669.285,13118,0,9,2019,13118,0,9,荒川,東京都　荒川区荒川６－５６－５,13118,101,10100000000000100,共同住宅,S3,111,_,10,15,3,0,区道,西,46,_,_,_,_,_,一般住宅、アパート、作業所等が混在する地域,町屋,470,準工,準防,市街化,_,_,80,300,False,0000000000000000000000111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341000,341000,363000,391000,365000,350000,341000,338000,337000,340000,345000,353000,366000,386000,414000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
2190,503192.14200000005,128553.03,13106,5,19,2019,13106,5,19,台東,東京都　台東区上野６－８－４,13106,165,1000000000000000,_,RC5F1B,111,_,10,20,5,1,区道,西,60,_,_,_,_,_,中層の店舗、雑居ビルが建ち並ぶ繁華な商業地域,御徒町,230,商業,防火,市街化,_,_,80,800,False,0000000000000000111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440000,2260000,2120000,1980000,1880000,1810000,1780000,1800000,2080000,2520000,2260000,2030000,1900000,1840000,1830000,1870000,1910000,1990000,2130000,2300000,2540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2191,503192.167,128352.335,13102,0,10,2019,13102,0,10,中央,東京都　中央区晴海５－１－９,13102,4158,10000000000000100,共同住宅、駐車場,SRC20,111,_,12,10,20,0,区道,南東,200,_,_,三方路,_,_,高層マンションのほか未利用地も多い住宅地域,勝どき,900,商業,防火,市街化,_,_,80,500,True,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985000,995000,1030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000
2192,503192.398,128468.707,13102,5,39,2019,13102,5,39,中央,東京都　中央区日本橋室町１－１１－８,13102,297,11100000000000100,共同住宅,SRC8F1B,111,_,15,10,8,1,区道,北東,110,_,_,側道,北西,_,中低層の店舗、事務所ビル等が建ち並ぶ商業地域,三越前,170,商業,防火,市街化,_,_,80,700,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,5350000,3930000,3050000,2780000,2550000,2250000,2000000,1800000,1690000,1620000,1600000,1680000,1960000,2310000,2220000,1920000,1900000,1860000,1850000,1920000,2040000,2180000,2320000,2510000,2790000,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
2193,503192.869,128416.536,13102,5,32,2019,13102,5,32,中央,東京都　中央区入船３－１－１３,13102,478,1100000000000000,_,SRC8F1B,111,_,10,10,8,1,都道,北西,330,_,_,三方路,_,_,中高層の事務所、共同住宅等が混在する商業地域,新富町,120,商業,防火,市街化,_,_,80,700,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,6900000,5100000,3580000,2740000,2440000,2200000,1900000,1690000,1450000,1330000,1330000,1330000,1400000,1680000,2100000,1940000,1600000,1520000,1460000,1450000,1490000,1580000,1690000,1800000,1960000,2210000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
2194,503192.981,128494.90800000001,13101,5,13,2019,13101,5,13,千代田,東京都　千代田区岩本町２－２－１０,13101,112,100000000000000,_,S7,111,_,12,10,7,0,区道,北東,80,_,_,_,_,_,中層の事務所ビルが建ち並ぶ商業地域,岩本町,270,商業,防火,市街化,_,_,80,600,False,0000111111111111111111111111111111111,0,0,0,0,7970000,8800000,8440000,8500000,8500000,7500000,5300000,3600000,2400000,1720000,1330000,1250000,1100000,1010000,900000,760000,699000,683000,670000,685000,800000,898000,831000,726000,705000,687000,683000,700000,737000,790000,842000,905000,999000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10011000000000,10010000000000,10011000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
2195,503193.427,128428.12800000001,13102,5,38,2019,13102,5,38,中央,東京都　中央区八丁堀４－８－１,13102,172,10100000000000100,車庫,SRC10F1B,111,_,15,10,10,1,区道,北,220,_,_,側道,西,_,中高層の店舗、事務所が建ち並ぶ駅近の商業地域,八丁堀,60,商業,防火,市街化,_,_,80,700,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,5600000,3980000,3040000,2780000,2550000,2230000,2010000,1780000,1670000,1630000,1620000,1700000,2060000,2580000,2420000,2050000,1970000,1910000,1890000,1940000,2050000,2210000,2350000,2540000,2830000,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
